post_id,timestamp,hour,day_of_week,platform,post_type,views,likes,reposts
3755,2024-01-20 18:42:00,18,Saturday,Instagram,Image,3279,105,177
3756,2024-01-07 08:51:00,8,Sunday,Instagram,Story,3347,1152,460
3757,2024-01-25 10:59:00,10,Thursday,Telegram,Image,4515,1407,208
3758,2024-01-24 04:36:00,4,Wednesday,Instagram,Text,3457,283,123
3759,2024-01-30 13:49:00,13,Tuesday,Telegram,Image,6572,1903,14
3760,2024-01-29 03:46:00,3,Monday,VK,Story,6096,887,345
3761,2024-01-03 13:36:00,13,Wednesday,VK,Text,4948,859,427
3762,2024-01-14 22:18:00,22,Sunday,TikTok,Video,5575,1210,475
3763,2024-01-15 02:33:00,2,Monday,Instagram,Text,1137,1906,297
3764,2024-01-14 07:09:00,7,Sunday,VK,Image,8362,1782,44
3765,2024-01-29 12:35:00,12,Monday,Instagram,Video,7108,793,93
3766,2024-01-04 10:36:00,10,Thursday,Telegram,Text,6031,1310,106
3767,2024-01-08 01:55:00,1,Monday,VK,Video,5742,1171,418
3768,2024-01-12 20:36:00,20,Friday,Instagram,Video,205,1907,277
3769,2024-01-01 18:25:00,18,Monday,VK,Video,869,141,127
3770,2024-01-11 16:57:00,16,Thursday,VK,Text,3040,1077,457
3771,2024-01-18 04:09:00,4,Thursday,Instagram,Image,7999,1156,458
3772,2024-01-21 21:39:00,21,Sunday,VK,Text,6714,1169,37
3773,2024-01-23 15:18:00,15,Tuesday,VK,Image,5905,1400,96
3774,2024-01-21 19:21:00,19,Sunday,VK,Text,4455,382,197
3775,2024-01-09 18:02:00,18,Tuesday,VK,Text,1033,1159,191
3776,2024-01-07 10:16:00,10,Sunday,Telegram,Text,8866,1472,356
3777,2024-01-15 07:04:00,7,Monday,VK,Image,5760,1820,6
3778,2024-01-25 02:01:00,2,Thursday,TikTok,Text,6006,1609,43
3779,2024-01-18 21:52:00,21,Thursday,VK,Video,6150,817,331
3780,2024-01-16 05:04:00,5,Tuesday,Instagram,Text,8361,753,6
3781,2024-01-24 23:40:00,23,Wednesday,TikTok,Video,4574,60,193
3782,2024-01-19 10:16:00,10,Friday,Telegram,Story,9594,1170,315
3783,2024-01-14 07:24:00,7,Sunday,TikTok,Story,354,1191,0
3784,2024-01-10 00:36:00,0,Wednesday,TikTok,Image,9999,65,61
3785,2024-01-02 23:51:00,23,Tuesday,TikTok,Image,7187,1626,342
3786,2024-01-16 17:06:00,17,Tuesday,Instagram,Story,4887,753,88
3787,2024-01-08 07:21:00,7,Monday,Instagram,Text,7962,437,17
3788,2024-01-01 18:52:00,18,Monday,Instagram,Text,9125,452,107
3789,2024-01-24 05:47:00,5,Wednesday,Telegram,Text,6456,1944,134
3790,2024-01-11 02:14:00,2,Thursday,Instagram,Story,3842,1997,370
3791,2024-01-17 13:34:00,13,Wednesday,Instagram,Video,2135,335,309
3792,2024-01-30 20:38:00,20,Tuesday,TikTok,Image,2067,649,66
3793,2024-01-28 03:05:00,3,Sunday,Instagram,Video,8391,1671,92
3794,2024-01-06 10:12:00,10,Saturday,VK,Story,1952,838,137
3795,2024-01-04 03:57:00,3,Thursday,Instagram,Video,3283,89,188
3796,2024-01-02 12:19:00,12,Tuesday,Telegram,Text,6718,483,58
3797,2024-01-07 07:05:00,7,Sunday,Telegram,Text,8403,386,186
3798,2024-01-06 17:55:00,17,Saturday,VK,Video,282,1902,234
3799,2024-01-25 23:08:00,23,Thursday,Telegram,Story,6840,928,68
3800,2024-01-15 09:00:00,9,Monday,Telegram,Video,264,342,446
3801,2024-01-28 09:44:00,9,Sunday,TikTok,Text,7058,1208,97
3802,2024-01-30 09:51:00,9,Tuesday,VK,Text,2237,1690,7
3803,2024-01-20 07:14:00,7,Saturday,TikTok,Story,554,450,461
3804,2024-01-20 23:43:00,23,Saturday,TikTok,Video,2385,135,487
3805,2024-01-12 19:18:00,19,Friday,Instagram,Text,7946,1727,310
3806,2024-01-10 15:09:00,15,Wednesday,VK,Text,4922,228,133
3807,2024-01-20 13:12:00,13,Saturday,Instagram,Video,641,957,384
3808,2024-01-15 13:14:00,13,Monday,Instagram,Video,6133,287,55
3809,2024-01-22 21:55:00,21,Monday,TikTok,Image,2765,1518,480
3810,2024-01-12 13:34:00,13,Friday,Telegram,Story,7249,604,359
3811,2024-01-25 11:16:00,11,Thursday,VK,Story,5898,944,458
3812,2024-01-11 10:42:00,10,Thursday,Telegram,Video,5885,150,113
3813,2024-01-19 00:46:00,0,Friday,TikTok,Story,4714,855,87
3814,2024-01-10 21:50:00,21,Wednesday,TikTok,Text,4392,1017,137
3815,2024-01-22 11:08:00,11,Monday,TikTok,Video,6289,1640,107
3816,2024-01-11 18:43:00,18,Thursday,TikTok,Video,6773,886,499
3817,2024-01-14 21:11:00,21,Sunday,TikTok,Video,1788,1739,22
3818,2024-01-08 11:35:00,11,Monday,TikTok,Image,5195,119,143
3819,2024-01-09 12:25:00,12,Tuesday,Telegram,Story,7683,1085,356
3820,2024-01-14 12:19:00,12,Sunday,Instagram,Image,7924,1648,143
3821,2024-01-12 13:53:00,13,Friday,Telegram,Text,1737,622,55
3822,2024-01-19 18:56:00,18,Friday,VK,Story,6066,1687,107
3823,2024-01-05 14:14:00,14,Friday,Telegram,Image,4770,722,350
3824,2024-01-26 00:20:00,0,Friday,TikTok,Video,5303,1352,5
3825,2024-01-06 03:35:00,3,Saturday,Telegram,Image,5234,1232,29
3826,2024-01-17 01:55:00,1,Wednesday,Instagram,Video,1990,805,446
3827,2024-01-12 18:44:00,18,Friday,VK,Image,3305,738,484
3828,2024-01-27 04:46:00,4,Saturday,Telegram,Image,8769,1079,384
3829,2024-01-26 17:24:00,17,Friday,Instagram,Image,2466,514,306
3830,2024-01-27 01:44:00,1,Saturday,Telegram,Video,7659,1573,361
3831,2024-01-23 09:32:00,9,Tuesday,VK,Image,2626,1547,344
3832,2024-01-03 15:52:00,15,Wednesday,Telegram,Story,7907,1928,126
3833,2024-01-18 13:15:00,13,Thursday,TikTok,Story,466,1050,301
3834,2024-01-11 08:21:00,8,Thursday,Telegram,Story,6621,324,120
3835,2024-01-27 12:53:00,12,Saturday,Instagram,Video,6706,1469,404
3836,2024-01-24 17:08:00,17,Wednesday,Telegram,Video,112,1421,98
3837,2024-01-30 14:33:00,14,Tuesday,Instagram,Story,8827,86,165
3838,2024-01-16 21:58:00,21,Tuesday,VK,Story,3339,987,324
3839,2024-01-14 13:40:00,13,Sunday,Telegram,Story,2417,908,318
3840,2024-01-09 01:00:00,1,Tuesday,VK,Text,4142,1404,240
3841,2024-01-27 16:02:00,16,Saturday,VK,Story,7585,1198,49
3842,2024-01-27 18:58:00,18,Saturday,Telegram,Image,475,1642,267
3843,2024-01-18 07:17:00,7,Thursday,Instagram,Text,356,1650,324
3844,2024-01-16 11:58:00,11,Tuesday,VK,Text,549,1057,72
3845,2024-01-08 01:39:00,1,Monday,VK,Video,9185,721,299
3846,2024-01-09 12:11:00,12,Tuesday,Telegram,Image,3312,1068,51
3847,2024-01-14 12:53:00,12,Sunday,Telegram,Video,9476,1547,264
3848,2024-01-15 05:06:00,5,Monday,Telegram,Video,6275,1834,226
3849,2024-01-21 23:26:00,23,Sunday,Telegram,Image,6043,1877,192
3850,2024-01-14 15:04:00,15,Sunday,Telegram,Video,8126,863,373
3851,2024-01-19 10:44:00,10,Friday,TikTok,Image,7546,1494,238
3852,2024-01-16 13:32:00,13,Tuesday,Telegram,Image,1408,1171,9
3853,2024-01-20 10:30:00,10,Saturday,Instagram,Video,9208,1882,301
3854,2024-01-25 15:57:00,15,Thursday,VK,Story,8439,1607,358
3855,2024-01-10 03:16:00,3,Wednesday,Instagram,Video,4116,1844,227
3856,2024-01-17 00:24:00,0,Wednesday,Instagram,Text,4040,718,441
3857,2024-01-18 20:31:00,20,Thursday,TikTok,Video,6813,1922,292
3858,2024-01-21 21:46:00,21,Sunday,Telegram,Image,4171,1604,51
3859,2024-01-12 12:29:00,12,Friday,VK,Text,8207,274,239
3860,2024-01-17 11:36:00,11,Wednesday,Instagram,Image,6012,342,98
3861,2024-01-15 13:35:00,13,Monday,Telegram,Story,542,197,80
3862,2024-01-26 03:38:00,3,Friday,Telegram,Story,3044,1096,12
3863,2024-01-06 00:14:00,0,Saturday,TikTok,Text,4036,829,389
3864,2024-01-22 05:41:00,5,Monday,TikTok,Story,498,1312,441
3865,2024-01-15 00:35:00,0,Monday,TikTok,Story,9443,1575,356
3866,2024-01-19 20:07:00,20,Friday,VK,Video,3095,1204,127
3867,2024-01-04 13:41:00,13,Thursday,Instagram,Video,6429,1536,303
3868,2024-01-21 01:24:00,1,Sunday,TikTok,Story,2316,1997,415
3869,2024-01-18 06:45:00,6,Thursday,TikTok,Story,1807,1566,10
3870,2024-01-02 21:08:00,21,Tuesday,TikTok,Video,5866,308,80
3871,2024-01-13 18:15:00,18,Saturday,Instagram,Story,5777,210,260
3872,2024-01-11 11:28:00,11,Thursday,Instagram,Story,2668,1168,5
3873,2024-01-07 22:54:00,22,Sunday,TikTok,Image,7738,281,457
3874,2024-01-03 06:33:00,6,Wednesday,TikTok,Story,260,544,372
3875,2024-01-26 21:46:00,21,Friday,Telegram,Text,8167,1475,480
3876,2024-01-22 10:41:00,10,Monday,TikTok,Image,4004,1120,221
3877,2024-01-22 20:46:00,20,Monday,VK,Text,3673,40,404
3878,2024-01-09 17:01:00,17,Tuesday,VK,Story,1925,1154,297
3879,2024-01-07 01:12:00,1,Sunday,TikTok,Video,9915,78,80
3880,2024-01-07 08:48:00,8,Sunday,Instagram,Image,5682,1679,410
3881,2024-01-03 11:11:00,11,Wednesday,Telegram,Video,1276,892,2
3882,2024-01-09 12:57:00,12,Tuesday,Instagram,Image,5018,970,59
3883,2024-01-19 20:08:00,20,Friday,TikTok,Video,4980,836,220
3884,2024-01-02 23:12:00,23,Tuesday,VK,Image,3320,1529,449
3885,2024-01-20 18:43:00,18,Saturday,Telegram,Image,7920,933,348
3886,2024-01-16 07:43:00,7,Tuesday,Instagram,Text,230,1179,48
3887,2024-01-16 22:43:00,22,Tuesday,Instagram,Video,6759,993,227
3888,2024-01-10 07:42:00,7,Wednesday,TikTok,Text,3662,1366,289
3889,2024-01-23 20:40:00,20,Tuesday,Telegram,Text,1599,490,292
3890,2024-01-08 17:56:00,17,Monday,VK,Video,7530,1939,297
3891,2024-01-08 17:08:00,17,Monday,TikTok,Image,7805,1296,192
3892,2024-01-23 02:45:00,2,Tuesday,Telegram,Text,7726,302,443
3893,2024-01-02 22:40:00,22,Tuesday,Instagram,Video,6779,1462,473
3894,2024-01-27 10:38:00,10,Saturday,TikTok,Image,2888,95,256
3895,2024-01-30 15:52:00,15,Tuesday,Instagram,Text,4976,1049,442
3896,2024-01-02 19:30:00,19,Tuesday,Instagram,Text,3808,737,387
3897,2024-01-09 09:07:00,9,Tuesday,TikTok,Text,9999,637,102
3898,2024-01-24 12:32:00,12,Wednesday,TikTok,Image,1869,127,397
3899,2024-01-08 10:48:00,10,Monday,TikTok,Text,9610,279,365
3900,2024-01-21 12:46:00,12,Sunday,TikTok,Image,6831,1428,145
3901,2024-01-21 16:23:00,16,Sunday,TikTok,Story,3144,988,289
3902,2024-01-15 07:03:00,7,Monday,Instagram,Text,475,864,256
3903,2024-01-15 01:18:00,1,Monday,VK,Story,6447,171,308
3904,2024-01-06 01:03:00,1,Saturday,VK,Video,3136,709,277
3905,2024-01-02 07:54:00,7,Tuesday,TikTok,Text,8952,1137,463
3906,2024-01-17 11:49:00,11,Wednesday,Instagram,Video,6318,1686,188
3907,2024-01-14 12:16:00,12,Sunday,VK,Video,9695,176,405
3908,2024-01-18 18:22:00,18,Thursday,VK,Video,840,309,177
3909,2024-01-01 06:46:00,6,Monday,VK,Story,8595,37,15
3910,2024-01-10 12:09:00,12,Wednesday,Instagram,Image,1185,1457,411
3911,2024-01-23 20:54:00,20,Tuesday,TikTok,Story,1310,1817,475
3912,2024-01-24 02:36:00,2,Wednesday,TikTok,Story,8520,571,374
3913,2024-01-26 07:12:00,7,Friday,TikTok,Video,3219,892,85
3914,2024-01-14 19:13:00,19,Sunday,Telegram,Text,367,165,247
3915,2024-01-10 01:30:00,1,Wednesday,Telegram,Image,2874,1357,453
3916,2024-01-01 11:20:00,11,Monday,Telegram,Video,4449,1381,216
3917,2024-01-14 03:08:00,3,Sunday,Instagram,Image,5065,1154,41
3918,2024-01-13 20:24:00,20,Saturday,VK,Story,8225,1989,193
3919,2024-01-16 00:44:00,0,Tuesday,VK,Image,3559,661,326
3920,2024-01-26 18:45:00,18,Friday,Instagram,Image,1089,1561,372
3921,2024-01-01 22:43:00,22,Monday,Instagram,Text,1037,830,464
3922,2024-01-30 08:51:00,8,Tuesday,TikTok,Video,6754,1983,162
3923,2024-01-25 08:20:00,8,Thursday,TikTok,Image,7089,570,275
3924,2024-01-02 01:38:00,1,Tuesday,Telegram,Image,8731,1197,363
3925,2024-01-26 02:56:00,2,Friday,Telegram,Story,7442,1095,129
3926,2024-01-29 20:00:00,20,Monday,Instagram,Story,6123,1373,262
3927,2024-01-18 19:55:00,19,Thursday,Telegram,Image,2458,1699,479
3928,2024-01-13 16:47:00,16,Saturday,VK,Video,3445,321,176
3929,2024-01-01 02:54:00,2,Monday,Instagram,Image,6460,385,466
3930,2024-01-19 13:32:00,13,Friday,Instagram,Image,4916,1379,459
3931,2024-01-25 07:18:00,7,Thursday,VK,Text,3843,159,264
3932,2024-01-26 17:35:00,17,Friday,TikTok,Video,7259,1921,26
3933,2024-01-09 09:52:00,9,Tuesday,TikTok,Text,618,594,461
3934,2024-01-28 16:34:00,16,Sunday,VK,Video,368,590,385
3935,2024-01-07 17:29:00,17,Sunday,VK,Video,5544,986,84
3936,2024-01-14 13:55:00,13,Sunday,Telegram,Video,5575,186,195
3937,2024-01-24 13:19:00,13,Wednesday,Instagram,Text,4285,363,315
3938,2024-01-06 06:59:00,6,Saturday,Telegram,Text,5261,523,242
3939,2024-01-05 04:33:00,4,Friday,VK,Text,9680,318,468
3940,2024-01-29 16:48:00,16,Monday,Telegram,Story,9986,128,367
3941,2024-01-04 10:26:00,10,Thursday,VK,Text,9681,1552,341
3942,2024-01-18 02:18:00,2,Thursday,Telegram,Story,3965,776,176
3943,2024-01-25 01:55:00,1,Thursday,Telegram,Story,8111,1005,129
3944,2024-01-26 04:18:00,4,Friday,TikTok,Story,2435,982,144
3945,2024-01-14 03:19:00,3,Sunday,VK,Image,3774,925,82
3946,2024-01-03 21:33:00,21,Wednesday,Telegram,Image,4676,487,359
3947,2024-01-19 08:00:00,8,Friday,Instagram,Image,600,1447,87
3948,2024-01-04 07:29:00,7,Thursday,Telegram,Story,9953,596,19
3949,2024-01-27 02:04:00,2,Saturday,Telegram,Story,8183,360,229
3950,2024-01-10 20:51:00,20,Wednesday,Instagram,Video,8394,1539,459
3951,2024-01-17 03:35:00,3,Wednesday,VK,Story,5643,204,472
3952,2024-01-20 10:02:00,10,Saturday,TikTok,Image,2846,1220,125
3953,2024-01-14 10:36:00,10,Sunday,TikTok,Story,3376,1483,470
3954,2024-01-15 02:26:00,2,Monday,TikTok,Story,3185,505,497
3955,2024-01-04 11:17:00,11,Thursday,Instagram,Video,5835,524,353
3956,2024-01-13 01:36:00,1,Saturday,Telegram,Story,7896,705,415
3957,2024-01-29 09:20:00,9,Monday,VK,Text,6713,1880,50
3958,2024-01-27 10:15:00,10,Saturday,Telegram,Video,1427,282,87
3959,2024-01-08 08:18:00,8,Monday,TikTok,Story,7872,889,169
3960,2024-01-13 22:24:00,22,Saturday,Telegram,Story,9971,61,62
3961,2024-01-28 05:14:00,5,Sunday,Instagram,Video,3846,272,88
3962,2024-01-01 06:29:00,6,Monday,Instagram,Story,5784,1401,188
3963,2024-01-24 10:47:00,10,Wednesday,VK,Image,2662,142,189
3964,2024-01-02 06:55:00,6,Tuesday,VK,Text,4263,1003,386
3965,2024-01-29 09:33:00,9,Monday,TikTok,Text,3417,1258,88
3966,2024-01-10 13:54:00,13,Wednesday,VK,Image,2536,319,347
3967,2024-01-25 16:11:00,16,Thursday,Telegram,Story,5869,1606,331
3968,2024-01-04 11:06:00,11,Thursday,Instagram,Story,8599,1910,25
3969,2024-01-23 10:18:00,10,Tuesday,Instagram,Text,6018,25,175
3970,2024-01-02 00:41:00,0,Tuesday,Instagram,Story,1189,1774,363
3971,2024-01-03 14:11:00,14,Wednesday,VK,Text,4655,204,263
3972,2024-01-12 16:35:00,16,Friday,Instagram,Text,2494,1796,388
3973,2024-01-20 07:18:00,7,Saturday,Instagram,Image,6568,1476,394
3974,2024-01-19 03:13:00,3,Friday,Instagram,Text,4104,312,41
3975,2024-01-14 12:37:00,12,Sunday,TikTok,Story,766,1081,482
3976,2024-01-12 23:46:00,23,Friday,TikTok,Story,5818,1780,474
3977,2024-01-15 10:32:00,10,Monday,VK,Video,5252,1154,118
3978,2024-01-15 04:52:00,4,Monday,Instagram,Story,2334,1532,168
3979,2024-01-29 16:54:00,16,Monday,VK,Video,6435,841,107
3980,2024-01-09 06:09:00,6,Tuesday,Instagram,Text,1336,571,485
3981,2024-01-17 21:35:00,21,Wednesday,Instagram,Story,1723,1502,146
3982,2024-01-08 19:34:00,19,Monday,Instagram,Image,1474,50,175
3983,2024-01-15 15:14:00,15,Monday,VK,Image,7375,1489,436
3984,2024-01-08 22:42:00,22,Monday,VK,Image,6459,543,438
3985,2024-01-26 22:07:00,22,Friday,Instagram,Text,276,380,375
3986,2024-01-12 05:59:00,5,Friday,Telegram,Text,9645,1215,188
3987,2024-01-06 01:31:00,1,Saturday,VK,Video,6804,526,159
3988,2024-01-29 10:08:00,10,Monday,TikTok,Image,3028,666,301
3989,2024-01-01 01:52:00,1,Monday,VK,Video,8917,1902,347
3990,2024-01-15 22:35:00,22,Monday,Instagram,Video,7717,599,419
3991,2024-01-14 14:21:00,14,Sunday,Telegram,Story,7714,240,401
3992,2024-01-19 09:40:00,9,Friday,Instagram,Story,3815,818,73
3993,2024-01-23 05:46:00,5,Tuesday,TikTok,Image,4374,1381,351
3994,2024-01-12 11:23:00,11,Friday,VK,Text,8686,488,17
3995,2024-01-01 23:44:00,23,Monday,VK,Story,9460,1242,139
3996,2024-01-14 13:52:00,13,Sunday,Instagram,Text,5071,684,114
3997,2024-01-08 12:08:00,12,Monday,Instagram,Video,8489,1713,327
3998,2024-01-27 22:51:00,22,Saturday,TikTok,Video,1068,287,224
3999,2024-01-05 20:29:00,20,Friday,Telegram,Video,3255,1782,45
4000,2024-01-17 09:40:00,9,Wednesday,TikTok,Video,4864,1721,438
4001,2024-01-28 02:29:00,2,Sunday,Telegram,Image,2604,62,37
4002,2024-01-01 14:47:00,14,Monday,VK,Video,7743,1894,205
4003,2024-01-23 02:02:00,2,Tuesday,Telegram,Story,9568,1043,385
4004,2024-01-14 12:48:00,12,Sunday,Telegram,Video,6106,1691,8
4005,2024-01-21 20:13:00,20,Sunday,VK,Text,8062,1772,252
4006,2024-01-12 09:22:00,9,Friday,VK,Story,8043,757,107
4007,2024-01-15 17:25:00,17,Monday,VK,Text,1369,473,388
4008,2024-01-19 02:09:00,2,Friday,TikTok,Text,1464,763,97
4009,2024-01-09 12:13:00,12,Tuesday,VK,Image,6816,1850,274
4010,2024-01-14 04:30:00,4,Sunday,Instagram,Image,1023,592,70
4011,2024-01-06 10:46:00,10,Saturday,VK,Text,570,167,38
4012,2024-01-18 09:07:00,9,Thursday,VK,Text,6697,28,297
4013,2024-01-28 05:20:00,5,Sunday,VK,Video,3054,64,400
4014,2024-01-03 14:45:00,14,Wednesday,Telegram,Story,1248,1989,446
4015,2024-01-12 01:50:00,1,Friday,TikTok,Video,3186,1760,89
4016,2024-01-07 18:21:00,18,Sunday,VK,Image,9251,730,429
4017,2024-01-16 19:02:00,19,Tuesday,TikTok,Image,729,1054,218
4018,2024-01-18 03:43:00,3,Thursday,Instagram,Video,7507,1315,106
4019,2024-01-27 21:09:00,21,Saturday,Instagram,Story,874,770,475
4020,2024-01-27 03:03:00,3,Saturday,VK,Text,8651,1573,403
4021,2024-01-16 22:11:00,22,Tuesday,Instagram,Video,8809,1028,453
4022,2024-01-17 09:00:00,9,Wednesday,TikTok,Image,1443,1968,391
4023,2024-01-11 12:46:00,12,Thursday,Telegram,Story,7498,1450,95
4024,2024-01-21 07:20:00,7,Sunday,VK,Image,7297,817,402
4025,2024-01-19 01:11:00,1,Friday,Instagram,Story,5116,732,31
4026,2024-01-27 18:36:00,18,Saturday,TikTok,Story,7897,294,125
4027,2024-01-23 21:29:00,21,Tuesday,TikTok,Story,2999,1565,146
4028,2024-01-08 08:01:00,8,Monday,Instagram,Video,1034,1565,279
4029,2024-01-12 17:41:00,17,Friday,TikTok,Video,2086,520,23
4030,2024-01-29 03:05:00,3,Monday,TikTok,Video,5096,1875,439
4031,2024-01-21 20:20:00,20,Sunday,VK,Story,6642,1031,208
4032,2024-01-18 23:57:00,23,Thursday,TikTok,Story,5565,1429,119
4033,2024-01-02 09:08:00,9,Tuesday,Instagram,Image,6411,129,273
4034,2024-01-10 21:36:00,21,Wednesday,VK,Text,8668,106,139
4035,2024-01-16 09:52:00,9,Tuesday,Instagram,Video,1605,129,296
4036,2024-01-20 14:30:00,14,Saturday,Telegram,Story,5463,1570,342
4037,2024-01-28 17:30:00,17,Sunday,Instagram,Image,1110,1186,431
4038,2024-01-16 17:05:00,17,Tuesday,Instagram,Image,3577,1278,81
4039,2024-01-23 06:48:00,6,Tuesday,VK,Image,7841,1805,447
4040,2024-01-10 19:14:00,19,Wednesday,TikTok,Video,9522,1549,399
4041,2024-01-29 14:07:00,14,Monday,Instagram,Video,9469,402,207
4042,2024-01-27 16:01:00,16,Saturday,VK,Text,3957,1176,483
4043,2024-01-04 23:55:00,23,Thursday,Telegram,Image,9964,1537,406
4044,2024-01-08 12:25:00,12,Monday,VK,Video,3939,803,469
4045,2024-01-16 18:13:00,18,Tuesday,VK,Image,4368,1880,422
4046,2024-01-03 20:37:00,20,Wednesday,TikTok,Story,2653,1891,32
4047,2024-01-18 04:09:00,4,Thursday,Instagram,Image,4489,229,23
4048,2024-01-23 08:22:00,8,Tuesday,Telegram,Text,651,848,60
4049,2024-01-21 01:30:00,1,Sunday,VK,Video,5666,169,310
4050,2024-01-21 09:00:00,9,Sunday,Instagram,Story,9331,1109,188
4051,2024-01-02 01:18:00,1,Tuesday,Instagram,Video,5858,620,83
4052,2024-01-22 11:49:00,11,Monday,VK,Story,9176,1725,224
4053,2024-01-16 15:47:00,15,Tuesday,Instagram,Image,3151,648,478
4054,2024-01-12 08:26:00,8,Friday,VK,Image,5422,1065,167
4055,2024-01-02 19:20:00,19,Tuesday,VK,Text,2655,786,185
4056,2024-01-21 07:47:00,7,Sunday,VK,Text,1189,343,374
4057,2024-01-26 05:22:00,5,Friday,Telegram,Story,558,1558,71
4058,2024-01-19 17:50:00,17,Friday,VK,Text,4821,1473,73
4059,2024-01-12 05:53:00,5,Friday,TikTok,Text,6404,901,384
4060,2024-01-21 21:49:00,21,Sunday,Instagram,Text,2020,949,340
4061,2024-01-14 08:33:00,8,Sunday,Telegram,Text,7794,361,152
4062,2024-01-12 05:54:00,5,Friday,Instagram,Image,5768,1372,95
4063,2024-01-24 23:10:00,23,Wednesday,Telegram,Text,6398,935,52
4064,2024-01-01 21:46:00,21,Monday,TikTok,Image,6729,1433,444
4065,2024-01-03 16:09:00,16,Wednesday,Telegram,Image,5246,405,173
4066,2024-01-09 14:00:00,14,Tuesday,Telegram,Video,1103,1235,109
4067,2024-01-21 07:11:00,7,Sunday,Telegram,Image,3183,1995,457
4068,2024-01-26 16:03:00,16,Friday,Instagram,Image,2689,539,315
4069,2024-01-13 23:29:00,23,Saturday,VK,Text,4410,1942,50
4070,2024-01-21 04:44:00,4,Sunday,Instagram,Image,2341,1126,376
4071,2024-01-29 01:07:00,1,Monday,VK,Story,5866,1825,252
4072,2024-01-07 10:40:00,10,Sunday,Instagram,Text,7811,367,495
4073,2024-01-02 20:02:00,20,Tuesday,TikTok,Text,5080,1429,72
4074,2024-01-30 06:17:00,6,Tuesday,TikTok,Text,1038,837,211
4075,2024-01-10 22:16:00,22,Wednesday,Telegram,Video,4401,69,431
4076,2024-01-11 17:18:00,17,Thursday,TikTok,Text,4070,486,211
4077,2024-01-27 01:25:00,1,Saturday,Telegram,Image,4099,1759,250
4078,2024-01-03 01:54:00,1,Wednesday,VK,Story,4750,621,167
4079,2024-01-24 15:19:00,15,Wednesday,TikTok,Text,6727,10,262
4080,2024-01-02 06:13:00,6,Tuesday,VK,Text,3508,1588,330
4081,2024-01-20 02:11:00,2,Saturday,Instagram,Story,9062,320,468
4082,2024-01-14 02:05:00,2,Sunday,VK,Text,348,177,229
4083,2024-01-29 15:23:00,15,Monday,Instagram,Video,8664,201,238
4084,2024-01-26 19:24:00,19,Friday,VK,Image,6050,1067,274
4085,2024-01-30 04:51:00,4,Tuesday,VK,Story,3026,1067,493
4086,2024-01-10 05:58:00,5,Wednesday,TikTok,Story,8075,1721,142
4087,2024-01-12 22:40:00,22,Friday,VK,Video,3957,1450,69
4088,2024-01-01 01:22:00,1,Monday,TikTok,Image,5030,717,444
4089,2024-01-02 08:00:00,8,Tuesday,TikTok,Video,7114,1191,311
4090,2024-01-29 04:25:00,4,Monday,Telegram,Image,8993,1790,393
4091,2024-01-09 02:43:00,2,Tuesday,Telegram,Video,7066,1533,173
4092,2024-01-08 20:56:00,20,Monday,Instagram,Text,9233,375,335
4093,2024-01-11 19:56:00,19,Thursday,VK,Video,6687,1373,108
4094,2024-01-02 10:53:00,10,Tuesday,Instagram,Story,6596,867,202
4095,2024-01-09 23:05:00,23,Tuesday,VK,Story,5191,1368,184
4096,2024-01-17 21:51:00,21,Wednesday,Telegram,Story,9085,1616,290
4097,2024-01-22 12:21:00,12,Monday,Telegram,Video,777,336,327
4098,2024-01-06 19:27:00,19,Saturday,VK,Story,6009,123,91
4099,2024-01-04 16:05:00,16,Thursday,VK,Story,1661,806,258
4100,2024-01-27 04:25:00,4,Saturday,Telegram,Text,4153,928,321
4101,2024-01-12 15:13:00,15,Friday,Telegram,Text,8744,1451,436
4102,2024-01-13 20:05:00,20,Saturday,Instagram,Image,3756,1501,205
4103,2024-01-10 00:17:00,0,Wednesday,Telegram,Image,5334,1176,51
4104,2024-01-14 19:14:00,19,Sunday,VK,Image,4246,618,348
4105,2024-01-06 07:54:00,7,Saturday,Instagram,Video,5588,318,180
4106,2024-01-21 03:58:00,3,Sunday,VK,Image,8181,410,437
4107,2024-01-21 08:35:00,8,Sunday,TikTok,Video,309,1353,302
4108,2024-01-03 13:16:00,13,Wednesday,Instagram,Video,5083,221,2
4109,2024-01-02 16:26:00,16,Tuesday,VK,Image,7241,326,448
4110,2024-01-17 23:53:00,23,Wednesday,Telegram,Image,5045,194,398
4111,2024-01-03 01:22:00,1,Wednesday,TikTok,Video,8080,1238,83
4112,2024-01-21 19:03:00,19,Sunday,VK,Text,4066,1397,213
4113,2024-01-01 14:19:00,14,Monday,Instagram,Story,8918,1249,33
4114,2024-01-03 20:58:00,20,Wednesday,VK,Story,9750,255,49
4115,2024-01-25 10:32:00,10,Thursday,TikTok,Story,2924,248,288
4116,2024-01-18 19:20:00,19,Thursday,Instagram,Text,1350,1838,328
4117,2024-01-08 05:29:00,5,Monday,TikTok,Video,4858,1424,258
4118,2024-01-03 18:57:00,18,Wednesday,VK,Image,4463,529,257
4119,2024-01-08 06:11:00,6,Monday,Telegram,Video,2263,1623,387
4120,2024-01-20 16:07:00,16,Saturday,Telegram,Video,9915,1869,271
4121,2024-01-08 03:18:00,3,Monday,VK,Image,1953,286,181
4122,2024-01-18 07:44:00,7,Thursday,VK,Text,853,1990,32
